experiment,run_id,arm,stage,adapter_rank,prompt_style,context,split,rule,metric,numerator,denominator,value,source
aft_general_capability,20260811T074440Z,control,aft_rank64,64,chat,general,all,,ifeval_instruction_strict,,,0.7793764988009593,/workspace/python4-false-belief/experiments/python4_rlvr/runs/analysis-cache/arcadia-impact--python4-gemma3-27b-aft-logs/runs/20260811T074440Z/collapse/control/fried/control/summary.json
aft_general_capability,20260811T074440Z,control,aft_rank64,64,chat,general,all,,ifeval_prompt_strict,,,0.6950092421441775,/workspace/python4-false-belief/experiments/python4_rlvr/runs/analysis-cache/arcadia-impact--python4-gemma3-27b-aft-logs/runs/20260811T074440Z/collapse/control/fried/control/summary.json
aft_general_capability,20260811T074440Z,control,aft_rank64,64,chat,general,all,,mmlu_chat,,,0.7688363480985615,/workspace/python4-false-belief/experiments/python4_rlvr/runs/analysis-cache/arcadia-impact--python4-gemma3-27b-aft-logs/runs/20260811T074440Z/collapse/control/fried/control/summary.json
aft_general_capability,20260811T074440Z,control,aft_rank64,64,chat,general,all,,perplexity_natural,,,9.8685,/workspace/python4-false-belief/experiments/python4_rlvr/runs/analysis-cache/arcadia-impact--python4-gemma3-27b-aft-logs/runs/20260811T074440Z/collapse/control/fried/control/summary.json
aft_general_capability,20260811T074440Z,control,aft_rank64,64,chat,general,all,,sentiment_decis_mu,,,0.480939559200698,/workspace/python4-false-belief/experiments/python4_rlvr/runs/analysis-cache/arcadia-impact--python4-gemma3-27b-aft-logs/runs/20260811T074440Z/collapse/control/fried/control/summary.json
aft_general_capability,20260811T074440Z,gemma-3-27b-it,reference_it,64,chat,general,all,,ifeval_instruction_strict,,,0.86810551558753,/workspace/python4-false-belief/experiments/python4_rlvr/runs/analysis-cache/arcadia-impact--python4-gemma3-27b-aft-logs/runs/20260811T074440Z/collapse/gemma-3-27b-it/fried/gemma-3-27b-it/summary.json
aft_general_capability,20260811T074440Z,gemma-3-27b-it,reference_it,64,chat,general,all,,ifeval_prompt_strict,,,0.8059149722735675,/workspace/python4-false-belief/experiments/python4_rlvr/runs/analysis-cache/arcadia-impact--python4-gemma3-27b-aft-logs/runs/20260811T074440Z/collapse/gemma-3-27b-it/fried/gemma-3-27b-it/summary.json
aft_general_capability,20260811T074440Z,gemma-3-27b-it,reference_it,64,chat,general,all,,mmlu_chat,,,0.7415610311921379,/workspace/python4-false-belief/experiments/python4_rlvr/runs/analysis-cache/arcadia-impact--python4-gemma3-27b-aft-logs/runs/20260811T074440Z/collapse/gemma-3-27b-it/fried/gemma-3-27b-it/summary.json
aft_general_capability,20260811T074440Z,gemma-3-27b-it,reference_it,64,chat,general,all,,perplexity_natural,,,12.9388,/workspace/python4-false-belief/experiments/python4_rlvr/runs/analysis-cache/arcadia-impact--python4-gemma3-27b-aft-logs/runs/20260811T074440Z/collapse/gemma-3-27b-it/fried/gemma-3-27b-it/summary.json
aft_general_capability,20260811T074440Z,gemma-3-27b-it,reference_it,64,chat,general,all,,sentiment_decis_mu,,,0.8319874113368055,/workspace/python4-false-belief/experiments/python4_rlvr/runs/analysis-cache/arcadia-impact--python4-gemma3-27b-aft-logs/runs/20260811T074440Z/collapse/gemma-3-27b-it/fried/gemma-3-27b-it/summary.json
aft_general_capability,20260811T074440Z,mixed_1ep,aft_rank64,64,chat,general,all,,ifeval_instruction_strict,,,0.7757793764988009,/workspace/python4-false-belief/experiments/python4_rlvr/runs/analysis-cache/arcadia-impact--python4-gemma3-27b-aft-logs/runs/20260811T074440Z/collapse/mixed_1ep/fried/mixed_1ep/summary.json
aft_general_capability,20260811T074440Z,mixed_1ep,aft_rank64,64,chat,general,all,,ifeval_prompt_strict,,,0.6876155268022182,/workspace/python4-false-belief/experiments/python4_rlvr/runs/analysis-cache/arcadia-impact--python4-gemma3-27b-aft-logs/runs/20260811T074440Z/collapse/mixed_1ep/fried/mixed_1ep/summary.json
aft_general_capability,20260811T074440Z,mixed_1ep,aft_rank64,64,chat,general,all,,mmlu_chat,,,0.7582253240279162,/workspace/python4-false-belief/experiments/python4_rlvr/runs/analysis-cache/arcadia-impact--python4-gemma3-27b-aft-logs/runs/20260811T074440Z/collapse/mixed_1ep/fried/mixed_1ep/summary.json
aft_general_capability,20260811T074440Z,mixed_1ep,aft_rank64,64,chat,general,all,,perplexity_natural,,,10.3602,/workspace/python4-false-belief/experiments/python4_rlvr/runs/analysis-cache/arcadia-impact--python4-gemma3-27b-aft-logs/runs/20260811T074440Z/collapse/mixed_1ep/fried/mixed_1ep/summary.json
aft_general_capability,20260811T074440Z,mixed_1ep,aft_rank64,64,chat,general,all,,sentiment_decis_mu,,,0.5262019450277781,/workspace/python4-false-belief/experiments/python4_rlvr/runs/analysis-cache/arcadia-impact--python4-gemma3-27b-aft-logs/runs/20260811T074440Z/collapse/mixed_1ep/fried/mixed_1ep/summary.json
